GEOID1,STATE,NET_COUNTY,NET_PERM,NET_TEMP,NET_RESIDENTIAL,FULL1_NAME,net,difference
8091,CO,-20,74,-150,38,"Ouray County, Colorado",-463,-443
42091,PA,-1091,426,-1505,-449,"Montgomery County, Pennsylvania",-1527,-436
1071,AL,-303,-256,0,-254,"Jackson County, Alabama",-732,-429
2261,AK,-512,-223,-304,-437,"Valdez-Cordova Census Area, Alaska",-941,-429
29219,MO,67,141,-91,77,"Warren County, Missouri",-358,-425
13017,GA,-91,-101,-12,-28,"Ben Hill County, Georgia",-512,-421
28123,MS,-352,-336,-11,-272,"Scott County, Mississippi",-771,-419
51035,VA,-371,-399,15,-513,"Carroll County, Virginia",-788,-417
22005,LA,515,487,-21,553,"Ascension Parish, Louisiana",99,-416
1063,AL,130,95,0,85,"Greene County, Alabama",-284,-414
29179,MO,32,69,0,-22,"Reynolds County, Missouri",-382,-414
47059,TN,441,473,-9,612,"Greene County, Tennessee",28,-413
37033,NC,488,473,-103,479,"Caswell County, North Carolina",77,-411
72091,PR,65,80,0,-4,"Manatí Municipio, Puerto Rico",-345,-410
1053,AL,-562,-544,0,-638,"Escambia County, Alabama",-972,-410
21239,KY,-335,-205,-130,-344,"Woodford County, Kentucky",-744,-409
29103,MO,33,35,0,53,"Knox County, Missouri",-375,-408
39041,OH,2430,3001,-738,2865,"Delaware County, Ohio",2023,-407
72055,PR,83,56,0,55,"Guánica Municipio, Puerto Rico",-322,-405
48377,TX,-7,7,0,19,"Presidio County, Texas",-410,-403
35029,NM,-264,-295,52,-212,"Luna County, New Mexico",-667,-403
49001,UT,-115,-96,-23,-117,"Beaver County, Utah",-513,-398
49029,UT,78,119,-55,77,"Morgan County, Utah",-317,-395
48127,TX,-32,-22,0,-37,"Dimmit County, Texas",-426,-394
6061,CA,2649,2392,374,2624,"Placer County, California",2255,-394
48229,TX,572,685,-130,504,"Hudspeth County, Texas",179,-393
20121,KS,-205,-112,-62,-182,"Miami County, Kansas",-587,-382
13271,GA,-111,-101,0,-135,"Telfair County, Georgia",-491,-380
12021,FL,10628,-3333,14040,9481,"Collier County, Florida",10250,-378
54051,WV,-255,-347,17,-198,"Marshall County, West Virginia",-631,-376
28159,MS,-32,-51,0,-62,"Winston County, Mississippi",-408,-376
21041,KY,-300,-281,-5,-359,"Carroll County, Kentucky",-676,-376
42029,PA,391,1416,-1148,376,"Chester County, Pennsylvania",18,-373
31065,NE,7,5,0,0,"Furnas County, Nebraska",-366,-373
37167,NC,553,519,46,622,"Stanly County, North Carolina",182,-371
28015,MS,-287,-271,4,-295,"Carroll County, Mississippi",-658,-371
48043,TX,-59,-98,-14,-63,"Brewster County, Texas",-429,-370
39047,OH,-559,-457,-93,-518,"Fayette County, Ohio",-927,-368
1131,AL,-55,-46,0,-74,"Wilcox County, Alabama",-421,-366
72054,PR,109,123,14,103,"Florida Municipio, Puerto Rico",-255,-364
13075,GA,-6,-7,11,0,"Cook County, Georgia",-369,-363
1033,AL,-442,-443,25,-478,"Colbert County, Alabama",-805,-363
21027,KY,-31,113,-7,-168,"Breckinridge County, Kentucky",-390,-359
20059,KS,-408,-357,-25,-390,"Franklin County, Kansas",-767,-359
48209,TX,7301,6960,260,6905,"Hays County, Texas",6944,-357
6027,CA,-226,-205,25,-116,"Inyo County, California",-582,-356
30001,MT,-66,-51,-34,-86,"Beaverhead County, Montana",-421,-355
45067,SC,-145,-103,12,-90,"Marion County, South Carolina",-499,-354
13029,GA,597,568,52,532,"Bryan County, Georgia",244,-353
54045,WV,-119,-101,0,0,"Logan County, West Virginia",-470,-351
39111,OH,-448,-397,0,-348,"Monroe County, Ohio",-797,-349
18173,IN,-125,-70,-80,-210,"Warrick County, Indiana",-474,-349
48337,TX,281,302,-9,251,"Montague County, Texas",-68,-349
2013,AK,-15,0,-12,0,"Aleutians East Borough, Alaska",-362,-347
45071,SC,741,696,73,677,"Newberry County, South Carolina",395,-346
13155,GA,-69,-84,-12,-78,"Irwin County, Georgia",-415,-346
35028,NM,44,5,48,52,"Los Alamos County, New Mexico",-302,-346
30081,MT,108,391,-236,153,"Ravalli County, Montana",-236,-344
48203,TX,-913,-862,-115,-924,"Harrison County, Texas",-1257,-344
28087,MS,-1178,-1113,-33,-1142,"Lowndes County, Mississippi",-1519,-341
18063,IN,1375,1823,-259,1364,"Hendricks County, Indiana",1034,-341
22085,LA,-130,-148,4,-163,"Sabine Parish, Louisiana",-470,-340
21015,KY,-302,-179,-141,-274,"Boone County, Kentucky",-640,-338
40001,OK,-247,-236,0,-189,"Adair County, Oklahoma",-583,-336
17129,IL,-129,-73,-25,-120,"Menard County, Illinois",-464,-335
22067,LA,-318,-293,-20,-363,"Morehouse Parish, Louisiana",-653,-335
39085,OH,-838,-124,-879,-687,"Lake County, Ohio",-1172,-334
28019,MS,14,5,0,-83,"Choctaw County, Mississippi",-317,-331
17001,IL,-1157,-1046,-131,-1082,"Adams County, Illinois",-1488,-331
13145,GA,424,339,14,445,"Harris County, Georgia",94,-330
6017,CA,1697,1734,96,1706,"El Dorado County, California",1369,-328
1001,AL,-1232,-1272,22,-1246,"Autauga County, Alabama",-1558,-326
35051,NM,-13,-62,65,90,"Sierra County, New Mexico",-334,-321
33001,NH,-903,-30,-726,-797,"Belknap County, New Hampshire",-1223,-320
28051,MS,-94,-127,0,-133,"Holmes County, Mississippi",-412,-318
51069,VA,425,445,4,409,"Frederick County, Virginia",108,-317
42129,PA,-3248,-2142,-948,-2931,"Westmoreland County, Pennsylvania",-3564,-316
38089,ND,-374,-296,-3,-242,"Stark County, North Dakota",-690,-316
29211,MO,-220,-195,-13,-185,"Sullivan County, Missouri",-535,-315
56019,WY,27,44,-27,-2,"Johnson County, Wyoming",-285,-312
55131,WI,-506,220,-670,-261,"Washington County, Wisconsin",-816,-310
48387,TX,-210,-215,0,-276,"Red River County, Texas",-518,-308
49043,UT,132,60,57,57,"Summit County, Utah",-175,-307
1047,AL,-357,-377,-10,-345,"Dallas County, Alabama",-662,-305
47151,TN,-91,-75,0,-145,"Scott County, Tennessee",-396,-305
6051,CA,-189,-179,21,-163,"Mono County, California",-494,-305
54101,WV,-44,-48,0,-29,"Webster County, West Virginia",-348,-304
50023,VT,-569,-392,-147,-557,"Washington County, Vermont",-872,-303
1075,AL,-25,-33,0,14,"Lamar County, Alabama",-328,-303
28027,MS,-316,-293,-16,-230,"Coahoma County, Mississippi",-619,-303
51137,VA,465,479,-79,473,"Orange County, Virginia",164,-301
29089,MO,1,13,0,-129,"Howard County, Missouri",-300,-301
51131,VA,29,45,3,54,"Northampton County, Virginia",-271,-300
46003,SD,-234,-166,0,-1,"Aurora County, South Dakota",-533,-299
46041,SD,-211,-242,0,-276,"Dewey County, South Dakota",-510,-299
13273,GA,-81,-60,-36,-84,"Terrell County, Georgia",-379,-298
28141,MS,-174,-191,0,-269,"Tishomingo County, Mississippi",-467,-293
29115,MO,-259,-225,-11,-238,"Linn County, Missouri",-552,-293
8073,CO,-15,-6,0,50,"Lincoln County, Colorado",-308,-293
13293,GA,-367,-336,-21,-342,"Upson County, Georgia",-657,-290
19085,IA,-190,-140,-22,-237,"Harrison County, Iowa",-480,-290
53015,WA,-158,30,-182,-204,"Cowlitz County, Washington",-447,-289
48413,TX,-64,-53,0,-22,"Schleicher County, Texas",-352,-288
17067,IL,-305,-210,43,-113,"Hancock County, Illinois",-592,-287
72107,PR,-31,-40,0,-27,"Orocovis Municipio, Puerto Rico",-317,-286
1091,AL,-442,-421,0,-431,"Marengo County, Alabama",-723,-281
20147,KS,-41,-42,0,-64,"Phillips County, Kansas",-322,-281
37021,NC,397,-241,481,254,"Buncombe County, North Carolina",117,-280
13163,GA,83,45,0,-10,"Jefferson County, Georgia",-197,-280
22123,LA,46,60,0,49,"West Carroll Parish, Louisiana",-233,-279
45029,SC,-365,-381,-28,-248,"Colleton County, South Carolina",-642,-277
48307,TX,-217,-214,0,-212,"McCulloch County, Texas",-494,-277
29017,MO,-148,-124,0,-235,"Bollinger County, Missouri",-424,-276
8027,CO,-74,39,-143,-104,"Custer County, Colorado",-347,-273
28145,MS,-451,-485,0,-353,"Union County, Mississippi",-723,-272
48425,TX,422,532,-88,254,"Somervell County, Texas",151,-271
37143,NC,-10,12,-49,-63,"Perquimans County, North Carolina",-279,-269
54015,WV,-144,-156,0,-92,"Clay County, West Virginia",-412,-268
51097,VA,125,103,11,108,"King and Queen County, Virginia",-142,-267
51065,VA,588,591,-103,553,"Fluvanna County, Virginia",321,-267
5107,AR,-314,-299,0,-315,"Phillips County, Arkansas",-580,-266
39165,OH,750,1381,-725,812,"Warren County, Ohio",485,-265
36039,NY,-1244,-547,-331,-885,"Greene County, New York",-1505,-261
21203,KY,-162,-132,16,-207,"Rockcastle County, Kentucky",-423,-261
22097,LA,-1258,-1306,69,-1097,"St. Landry Parish, Louisiana",-1519,-261
51199,VA,36,243,-184,-5,"York County, Virginia",-224,-260
22125,LA,-82,-69,0,-96,"West Feliciana Parish, Louisiana",-342,-260
40007,OK,7,23,0,-23,"Beaver County, Oklahoma",-253,-260
49015,UT,5,4,-22,10,"Emery County, Utah",-255,-260
45081,SC,-84,-94,8,-71,"Saluda County, South Carolina",-342,-258
48081,TX,23,11,0,-50,"Coke County, Texas",-234,-257
72009,PR,22,28,0,19,"Aibonito Municipio, Puerto Rico",-231,-253
28085,MS,-189,-222,-14,-341,"Lincoln County, Mississippi",-442,-253
13197,GA,91,123,0,122,"Marion County, Georgia",-159,-250
16061,ID,-70,20,-45,-96,"Lewis County, Idaho",-320,-250
21153,KY,-193,-178,-11,-181,"Magoffin County, Kentucky",-442,-249
46005,SD,-310,-225,-59,-213,"Beadle County, South Dakota",-559,-249
16063,ID,-249,-227,0,-379,"Lincoln County, Idaho",-497,-248
48243,TX,-45,-5,0,3,"Jeff Davis County, Texas",-290,-245
16025,ID,76,52,0,26,"Camas County, Idaho",-165,-241
1069,AL,-759,-844,101,-684,"Houston County, Alabama",-999,-240
38001,ND,-104,-55,0,-94,"Adams County, North Dakota",-343,-239
28099,MS,-214,-260,11,-243,"Neshoba County, Mississippi",-450,-236
40023,OK,-79,-76,0,-118,"Choctaw County, Oklahoma",-315,-236
51550,VA,304,90,209,483,"Chesapeake city, Virginia",69,-235
37055,NC,-188,-227,-25,-135,"Dare County, North Carolina",-421,-233
39143,OH,-792,-474,-236,-845,"Sandusky County, Ohio",-1025,-233
47029,TN,166,183,-63,244,"Cocke County, Tennessee",-66,-232
38011,ND,-81,-61,0,-35,"Bowman County, North Dakota",-308,-227
13243,GA,-86,-115,0,-105,"Randolph County, Georgia",-312,-226
72097,PR,79,57,11,137,"Mayagüez Municipio, Puerto Rico",-146,-225
21189,KY,106,130,0,53,"Owsley County, Kentucky",-119,-225
2158,AK,-11,11,0,0,"Kusilvak Census Area, Alaska",-236,-225
37111,NC,456,97,384,314,"McDowell County, North Carolina",233,-223
48049,TX,-140,-79,-54,-161,"Brown County, Texas",-363,-223
2290,AK,-11,-13,-12,-12,"Yukon-Koyukuk Census Area, Alaska",-233,-222
29005,MO,-29,-51,0,4,"Atchison County, Missouri",-248,-219
1013,AL,-166,-184,13,-133,"Butler County, Alabama",-382,-216
47189,TN,1677,1706,-55,1678,"Wilson County, Tennessee",1461,-216
72049,PR,11,11,0,0,"Culebra Municipio, Puerto Rico",-205,-216
54075,WV,-101,-90,0,-132,"Pocahontas County, West Virginia",-315,-214
22083,LA,-252,-220,0,-225,"Richland Parish, Louisiana",-466,-214
40061,OK,-116,-77,-33,-115,"Haskell County, Oklahoma",-330,-214
40043,OK,-44,-30,0,-16,"Dewey County, Oklahoma",-258,-214
13139,GA,2390,2211,214,2257,"Hall County, Georgia",2177,-213
26005,MI,-1555,374,-1860,-1509,"Allegan County, Michigan",-1768,-213
20013,KS,-216,-192,0,-151,"Brown County, Kansas",-429,-213
37041,NC,4,15,-21,-31,"Chowan County, North Carolina",-207,-211
13201,GA,-125,-120,18,-80,"Miller County, Georgia",-335,-210
48105,TX,21,44,0,0,"Crockett County, Texas",-189,-210
19131,IA,-130,-39,-44,-66,"Mitchell County, Iowa",-339,-209
55109,WI,-672,-167,-473,-700,"St. Croix County, Wisconsin",-881,-209
51157,VA,81,69,37,128,"Rappahannock County, Virginia",-127,-208
26153,MI,-163,-103,-112,-178,"Schoolcraft County, Michigan",-370,-207
48123,TX,-30,-32,0,-24,"DeWitt County, Texas",-236,-206
51730,VA,-217,-319,83,-269,"Petersburg city, Virginia",-421,-204
35011,NM,-31,-35,0,12,"De Baca County, New Mexico",-233,-202
48193,TX,-53,-61,0,-150,"Hamilton County, Texas",-254,-201
51057,VA,-77,-81,11,-62,"Essex County, Virginia",-277,-200
51053,VA,-276,-344,60,-286,"Dinwiddie County, Virginia",-475,-199
21009,KY,-272,-231,-67,-223,"Barren County, Kentucky",-470,-198
48165,TX,-5,-2,0,5,"Gaines County, Texas",-203,-198
1107,AL,-147,-143,0,-63,"Pickens County, Alabama",-344,-197
48501,TX,-11,-10,0,-4,"Yoakum County, Texas",-207,-196
48103,TX,103,107,0,121,"Crane County, Texas",-93,-196
25007,MA,-426,-264,-167,-454,"Dukes County, Massachusetts",-619,-193
5001,AR,-392,-427,0,-380,"Arkansas County, Arkansas",-585,-193
13117,GA,6536,6059,536,6404,"Forsyth County, Georgia",6344,-192
51101,VA,311,318,0,376,"King William County, Virginia",120,-191
27135,MN,-161,-42,-56,-100,"Roseau County, Minnesota",-352,-191
17025,IL,-208,-131,0,-329,"Clay County, Illinois",-399,-191
47057,TN,152,247,-42,154,"Grainger County, Tennessee",-38,-190
17047,IL,-86,-75,0,-29,"Edwards County, Illinois",-276,-190
40049,OK,-621,-637,17,-721,"Garvin County, Oklahoma",-811,-190
48265,TX,414,173,282,337,"Kerr County, Texas",224,-190
35055,NM,15,120,45,216,"Taos County, New Mexico",-174,-189
1025,AL,-146,-162,0,-147,"Clarke County, Alabama",-334,-188
46047,SD,-135,-32,-106,-116,"Fall River County, South Dakota",-322,-187
72015,PR,172,151,0,165,"Arroyo Municipio, Puerto Rico",-13,-185
51113,VA,-80,-64,9,-86,"Madison County, Virginia",-265,-185
13251,GA,-174,-200,0,-168,"Screven County, Georgia",-359,-185
20011,KS,-358,-340,0,-364,"Bourbon County, Kansas",-543,-185
37007,NC,10,10,0,25,"Anson County, North Carolina",-174,-184
2188,AK,-64,-23,0,-93,"Northwest Arctic Borough, Alaska",-248,-184
51175,VA,-471,-413,-23,-408,"Southampton County, Virginia",-654,-183
40063,OK,-216,-209,0,-198,"Hughes County, Oklahoma",-396,-180
22077,LA,-130,-155,0,-193,"Pointe Coupee Parish, Louisiana",-309,-179
28053,MS,-176,-167,0,-182,"Humphreys County, Mississippi",-354,-178
30009,MT,-263,-192,-128,-277,"Carbon County, Montana",-441,-178
47021,TN,279,388,-42,316,"Cheatham County, Tennessee",102,-177
32015,NV,-209,-189,0,-197,"Lander County, Nevada",-386,-177
2130,AK,-140,-147,30,-105,"Ketchikan Gateway Borough, Alaska",-317,-177
21095,KY,-175,-149,-11,-145,"Harlan County, Kentucky",-349,-174
40137,OK,-809,-796,-10,-808,"Stephens County, Oklahoma",-983,-174
22101,LA,-637,-682,18,-581,"St. Mary Parish, Louisiana",-809,-172
21121,KY,-493,-381,-92,-475,"Knox County, Kentucky",-664,-171
17085,IL,-60,7,-82,-70,"Jo Daviess County, Illinois",-230,-170
31097,NE,-97,-89,0,-101,"Johnson County, Nebraska",-266,-169
47045,TN,-679,-683,23,-727,"Dyer County, Tennessee",-847,-168
17185,IL,-257,-267,-22,-135,"Wabash County, Illinois",-424,-167
20065,KS,-142,-126,0,-80,"Graham County, Kansas",-308,-166
54109,WV,-273,-247,0,-216,"Wyoming County, West Virginia",-438,-165
13147,GA,183,175,56,148,"Hart County, Georgia",19,-164
20097,KS,-41,-67,0,-10,"Kiowa County, Kansas",-205,-164
48395,TX,435,432,-5,427,"Robertson County, Texas",271,-164
16009,ID,-152,-45,-44,-91,"Benewah County, Idaho",-316,-164
38067,ND,-84,-51,-27,-42,"Pembina County, North Dakota",-246,-162
8063,CO,-45,-54,0,-56,"Kit Carson County, Colorado",-207,-162
17149,IL,-269,-272,0,-287,"Pike County, Illinois",-430,-161
28005,MS,-126,-95,0,-185,"Amite County, Mississippi",-286,-160
46125,SD,-121,56,-48,-62,"Turner County, South Dakota",-281,-160
17079,IL,-153,-117,0,-198,"Jasper County, Illinois",-313,-160
21211,KY,-29,218,-160,12,"Shelby County, Kentucky",-188,-159
48357,TX,-74,-75,0,-55,"Ochiltree County, Texas",-233,-159
12037,FL,341,6,320,370,"Franklin County, Florida",184,-157
35003,NM,-102,-11,14,52,"Catron County, New Mexico",-259,-157
37063,NC,-14,-129,115,-122,"Durham County, North Carolina",-170,-156
37075,NC,-14,-39,54,-3,"Graham County, North Carolina",-169,-155
19147,IA,-357,-235,-54,-331,"Palo Alto County, Iowa",-511,-154
5133,AR,-174,-164,0,-181,"Sevier County, Arkansas",-328,-154
19139,IA,-1421,-1218,-196,-1287,"Muscatine County, Iowa",-1574,-153
38023,ND,-15,-44,1,-18,"Divide County, North Dakota",-168,-153
20105,KS,-56,-37,0,-131,"Lincoln County, Kansas",-208,-152
56025,WY,-321,-196,-167,-320,"Natrona County, Wyoming",-471,-150
1105,AL,-120,-126,-8,-112,"Perry County, Alabama",-267,-147
18049,IN,-659,-395,-124,-607,"Fulton County, Indiana",-806,-147
19007,IA,-159,-177,-11,-223,"Appanoose County, Iowa",-306,-147
8079,CO,167,-33,244,225,"Mineral County, Colorado",21,-146
54033,WV,-1224,-1238,-38,-1261,"Harrison County, West Virginia",-1369,-145
12029,FL,484,310,144,453,"Dixie County, Florida",339,-145
47063,TN,-1183,-1133,-38,-1189,"Hamblen County, Tennessee",-1328,-145
21075,KY,-176,-163,0,-246,"Fulton County, Kentucky",-321,-145
28153,MS,-177,-110,-13,-147,"Wayne County, Mississippi",-319,-142
48083,TX,-135,-95,-11,-118,"Coleman County, Texas",-276,-141
35037,NM,-107,-119,0,-131,"Quay County, New Mexico",-245,-138
8029,CO,-87,-7,-62,-44,"Delta County, Colorado",-224,-137
1005,AL,-312,-302,-29,-202,"Barbour County, Alabama",-447,-135
28009,MS,-159,-128,0,-65,"Benton County, Mississippi",-294,-135
28125,MS,2,-47,0,1,"Sharkey County, Mississippi",-133,-135
30091,MT,-53,1,-24,-44,"Sheridan County, Montana",-187,-134
20127,KS,-183,-192,0,-202,"Morris County, Kansas",-315,-132
39051,OH,-828,-597,-236,-808,"Fulton County, Ohio",-959,-131
35033,NM,25,13,0,11,"Mora County, New Mexico",-106,-131
39055,OH,-573,474,-1081,-343,"Geauga County, Ohio",-702,-129
38075,ND,-67,-20,-13,-36,"Renville County, North Dakota",-196,-129
28037,MS,-75,-79,-25,-116,"Franklin County, Mississippi",-202,-127
35053,NM,-375,-332,-32,-361,"Socorro County, New Mexico",-498,-123
48383,TX,-4,-31,0,25,"Reagan County, Texas",-126,-122
21023,KY,-108,-130,0,-49,"Bracken County, Kentucky",-229,-121
30075,MT,-77,-42,0,-31,"Powder River County, Montana",-195,-118
35035,NM,-78,-64,-30,-29,"Otero County, New Mexico",-196,-118
45087,SC,-211,-258,-41,-286,"Union County, South Carolina",-328,-117
8057,CO,-21,-17,0,6,"Jackson County, Colorado",-138,-117
28061,MS,-150,-130,0,-212,"Jasper County, Mississippi",-266,-116
39125,OH,-862,-675,-187,-863,"Paulding County, Ohio",-978,-116
39091,OH,-474,-230,-231,-564,"Logan County, Ohio",-589,-115
6015,CA,-67,-151,86,-113,"Del Norte County, California",-181,-114
13315,GA,-181,-199,-21,-167,"Wilcox County, Georgia",-293,-112
12015,FL,9013,-715,9662,8229,"Charlotte County, Florida",8901,-112
47077,TN,-318,-249,1,-234,"Henderson County, Tennessee",-430,-112
27039,MN,99,236,-126,-48,"Dodge County, Minnesota",-13,-112
72033,PR,-92,-132,28,-128,"Cataño Municipio, Puerto Rico",-203,-111
46067,SD,197,182,49,183,"Hutchinson County, South Dakota",87,-110
41037,OR,-12,2,-3,-11,"Lake County, Oregon",-122,-110
17133,IL,-115,-66,-51,-91,"Monroe County, Illinois",-221,-106
12067,FL,198,161,39,230,"Lafayette County, Florida",93,-105
39067,OH,-374,-306,4,-327,"Harrison County, Ohio",-478,-104
46031,SD,-124,-108,-15,-101,"Corson County, South Dakota",-228,-104
17153,IL,-137,-94,0,-111,"Pulaski County, Illinois",-241,-104
56009,WY,-148,-85,-39,-143,"Converse County, Wyoming",-252,-104
24009,MD,38,34,-58,170,"Calvert County, Maryland",-65,-103
19037,IA,-730,-591,-95,-831,"Chickasaw County, Iowa",-833,-103
35021,NM,-22,-5,0,-7,"Harding County, New Mexico",-125,-103
5041,AR,-177,-162,0,-91,"Desha County, Arkansas",-278,-101
46055,SD,-39,-1,0,-11,"Haakon County, South Dakota",-140,-101
40105,OK,-298,-229,-79,-292,"Nowata County, Oklahoma",-398,-100
2050,AK,-334,-305,-27,-374,"Bethel Census Area, Alaska",-434,-100
1121,AL,-810,-789,-8,-954,"Talladega County, Alabama",-909,-99
28029,MS,85,75,11,74,"Copiah County, Mississippi",-14,-99
48487,TX,-163,-148,-12,-141,"Wilbarger County, Texas",-262,-99
40139,OK,-626,-573,0,-527,"Texas County, Oklahoma",-724,-98
5029,AR,-353,-299,0,-181,"Conway County, Arkansas",-450,-97
20203,KS,-75,-55,0,-14,"Wichita County, Kansas",-171,-96
48289,TX,-165,-142,0,-285,"Leon County, Texas",-258,-93
37039,NC,390,140,239,310,"Cherokee County, North Carolina",298,-92
13187,GA,573,487,74,537,"Lumpkin County, Georgia",482,-91
19027,IA,-494,-367,-97,-422,"Carroll County, Iowa",-585,-91
48343,TX,39,38,0,53,"Morris County, Texas",-51,-90
53009,WA,347,706,-335,356,"Clallam County, Washington",257,-90
2068,AK,-76,-70,37,-8,"Denali Borough, Alaska",-166,-90
39127,OH,-534,-311,-112,-612,"Perry County, Ohio",-619,-85
18165,IN,-164,-92,-47,-128,"Vermillion County, Indiana",-249,-85
40025,OK,-64,-61,0,-25,"Cimarron County, Oklahoma",-148,-84
48349,TX,31,28,10,-80,"Navarro County, Texas",-53,-84
53055,WA,72,383,-270,99,"San Juan County, Washington",-11,-83
48323,TX,53,27,1,104,"Maverick County, Texas",-29,-82
21233,KY,-323,-341,0,-384,"Webster County, Kentucky",-404,-81
40059,OK,-86,-83,0,-34,"Harper County, Oklahoma",-167,-81
17003,IL,-314,-276,0,-324,"Alexander County, Illinois",-393,-79
16023,ID,20,50,0,38,"Butte County, Idaho",-59,-79
29059,MO,-368,-352,8,-374,"Dallas County, Missouri",-446,-78
5137,AR,-88,-50,7,-193,"Stone County, Arkansas",-166,-78
46073,SD,-80,-54,0,22,"Jerauld County, South Dakota",-157,-77
30105,MT,-127,-63,-32,-115,"Valley County, Montana",-203,-76
31029,NE,-77,-67,0,-25,"Chase County, Nebraska",-153,-76
46091,SD,-142,-135,-11,-169,"Marshall County, South Dakota",-216,-74
20165,KS,-48,-45,0,-10,"Rush County, Kansas",-121,-73
46109,SD,-463,-281,-109,-460,"Roberts County, South Dakota",-533,-70
17017,IL,-222,-153,-12,-239,"Cass County, Illinois",-292,-70
48283,TX,-1,-7,0,28,"La Salle County, Texas",-71,-70
8025,CO,2,-18,0,-3,"Crowley County, Colorado",-68,-70
1119,AL,-4,1,0,18,"Sumter County, Alabama",-73,-69
53013,WA,0,9,0,-73,"Columbia County, Washington",-69,-69
