"","Year","TOTAL_FROM_COUNTY","FROM_BUSINESS","FROM_FAMILY","FROM_INDIVIDUAL","FROM_PERM","FROM_TEMP","TOTAL_TO_COUNTY","TO_BUSINESS","TO_FAMILY","TO_INDIVIDUAL","TO_PERM","TO_TEMP","NET_COUNTY","NET_BUSINESS","NET_FAMILY","NET_INDIVIDUAL","NET_RES","NET_PERM","NET_TEMP","ams_res","ams_bus","ams_oth","ams_total","USPS_ZIP_PREF_CITY","USPS_ZIP_PREF_STATE","X","Y","ZIP_CLASS","CITY","STATE","STATECODE","STATENAME","COUNTY","COUNTYNM","MSA","AREACODE","AREACODES","TIMEZONE","GMTOFFSET","DST","PONAME","ALIAS_CITY","ALIAS_CITYN","CITY2","STATENAME2","RES_percent","BUS_percent","TOT_percent"
"1813","2018",59909,699,18941,38264,56909,1971,61746,734,19171,39829,58527,1915,1837,35,230,1565,1795,1618,0,NA,NA,NA,NA,NA,NA,-121.223403,37.906882,"P","Stockton",6,"CA","California",77,"San Joaquin",8120,209,"209","Pacific",-8,"Y","Stockton",NA,NA,"STOCKTON","CALIFORNIA",NA,NA,NA
"1814","2018",4240,14,1469,2046,3732,136,3992,0,1054,2228,3592,63,-248,-14,-415,182,-233,-140,0,NA,NA,NA,NA,NA,NA,-120.56082,38.0838,"P","Altaville",6,"CA","California",9,"Calaveras",0,209,"209","Pacific",-8,"Y","Altaville","Angels Camp",NA,"ALTAVILLE","CALIFORNIA",NA,NA,NA
"1815","2018",415,0,60,277,401,0,418,0,15,315,377,0,3,0,-45,38,-7,-24,0,NA,NA,NA,NA,NA,NA,-66.248096,18.389298,NA,"Toa Alta",72,"PR","Puerto Rico",135,"Toa Alta",7440,787,"787/939","Atlantic",-4,"N","Toa Alta",NA,"Alt De Bucarabones||Alts de Montecasino||Alts del Toa||Brisas de Montecasino||Ciudad Jardin I||Ciudad Jardin II||Ciudad Jardin III||Colinas de Plata||Est de la Fuente||Hacienda Del Toa||Hacienda El Paraiso||Hacienda El Pilar||Haciendas De Borinquen||Jard De Casablanca||Jard De Escorial||Jard de la F","TOAALTA","PUERTORICO",NA,NA,NA
"1816","2018",1724,0,588,888,1484,23,1312,0,306,829,1162,12,-412,0,-282,-59,-341,-322,0,NA,NA,NA,NA,NA,NA,-120.090278,37.437371,NA,"Catheys Valley",6,"CA","California",43,"Mariposa",0,209,"209","Pacific",-8,"Y","Catheys Valley","Catheys Vly",NA,"CATHEYSVALLEY","CALIFORNIA",NA,NA,NA
"1817","2018",48342,916,16664,29520,46247,1384,43558,440,13553,28152,41286,1507,-4784,-476,-3111,-1368,-4479,-4961,19,NA,NA,NA,NA,NA,NA,-120.956323,37.585454,NA,"Ceres",6,"CA","California",99,"Stanislaus",5170,209,"209","Pacific",-8,"Y","Ceres",NA,NA,"CERES","CALIFORNIA",NA,NA,NA
"1818","2018",5600,123,1596,3364,5128,216,5296,85,1271,3408,4930,175,-304,-38,-325,44,-281,-198,0,NA,NA,NA,NA,NA,NA,-120.391074,38.043041,NA,"Columbia",6,"CA","California",109,"Tuolumne",0,209,"209","Pacific",-8,"Y","Columbia",NA,NA,"COLUMBIA","CALIFORNIA",NA,NA,NA
"1819","2018",8429,122,2302,4928,7668,207,7082,106,1642,4448,6356,384,-1347,-16,-660,-480,-1140,-1312,0,NA,NA,NA,NA,NA,NA,-123.70535,39.214084,NA,"Albion",6,"CA","California",45,"Mendocino",0,707,"707","Pacific",-8,"Y","Albion",NA,NA,"ALBION","CALIFORNIA",NA,NA,NA
"1820","2018",2961,37,1131,1588,2749,138,2894,0,884,1722,2598,224,-67,-37,-247,134,-113,-151,73,NA,NA,NA,NA,NA,NA,-124.168263,41.784192,NA,"Crescent City",6,"CA","California",15,"Del Norte",0,707,"707","Pacific",-8,"Y","Crescent City",NA,NA,"CRESCENTCITY","CALIFORNIA",NA,NA,NA
"1821","2018",1572,0,140,1003,1455,0,1329,0,124,808,1222,0,-243,0,-16,-195,-211,-233,0,NA,NA,NA,NA,NA,NA,-66.113423,18.179246,NA,"Bayamon",72,"PR","Puerto Rico",21,"Bayamon",7440,787,"787/939","Atlantic",-4,"N","Bayamon",NA,"Alts de Bayamon||Bosque de Las Flores||Bosque de Las Palmas||Bosque De Los Pinos||Ciudad Interamericana||Est Del Bosque||Ext Campo Alegre||Ext Oller||Ext Santa Juanita||Ext Vista Bella||Haciendas el Zorzal||Jard de Bayamonte||Lomas Verdes||Mans de Sierra Taina||Urb Agustin Stahl||Urb Aventura||Urb B","BAYAMON","PUERTORICO",NA,NA,NA
"1822","2018",40170,1915,13670,23333,37466,1883,43290,1968,14453,25618,40259,2270,3120,53,783,2285,3068,2793,23,NA,NA,NA,NA,NA,NA,-121.123044,38.985263,NA,"Auburn",6,"CA","California",61,"Placer",6920,530,"530","Pacific",-8,"Y","Auburn",NA,NA,"AUBURN","CALIFORNIA",NA,NA,NA
"1823","2018",22578,559,5538,15894,21337,966,19640,223,5060,13701,18339,1016,-2938,-336,-478,-2193,-2671,-2998,-36,NA,NA,NA,NA,NA,NA,-121.540556,38.594722,NA,"West Sacramento",6,"CA","California",113,"Yolo",9270,916,"916/279","Pacific",-8,"Y","West Sacramento","Broderick||Bryte||W Sacramento",NA,"WESTSACRAMENTO","CALIFORNIA",NA,NA,NA
"1824","2018",172600,4250,50233,115140,164414,6865,165509,3789,45300,113328,156661,7356,-7091,-461,-4933,-1812,-6745,-7753,63,NA,NA,NA,NA,NA,NA,-121.327836,38.628172,NA,"Carmichael",6,"CA","California",67,"Sacramento",6920,916,"916/279","Pacific",-8,"Y","Carmichael",NA,NA,"CARMICHAEL","CALIFORNIA",NA,NA,NA
"1825","2018",17333,658,5376,10061,15516,1153,19147,699,6075,11190,17333,1274,1814,41,699,1129,1828,1817,0,NA,NA,NA,NA,NA,NA,-120.956183,38.905494,NA,"Cool",6,"CA","California",17,"El Dorado",6920,530,"530","Pacific",-8,"Y","Cool",NA,NA,"COOL","CALIFORNIA",NA,NA,NA
"1826","2018",3593,22,1431,1768,3307,25,3469,13,1043,1985,3235,12,-124,-9,-388,217,-171,-72,0,NA,NA,NA,NA,NA,NA,-120.725438,38.502916,NA,"Fiddletown",6,"CA","California",5,"Amador",6920,209,"209","Pacific",-8,"Y","Fiddletown",NA,NA,"FIDDLETOWN","CALIFORNIA",NA,NA,NA
"1827","2018",8655,129,2726,5426,8306,241,8738,84,2795,5478,8209,434,83,-45,69,52,121,-97,0,NA,NA,NA,NA,NA,NA,-121.567175,38.870336,NA,"Nicolaus",6,"CA","California",101,"Sutter",9340,530,"530","Pacific",-8,"Y","Nicolaus","East Nicolaus||Trowbridge","Verona||Verona Landing","NICOLAUS","CALIFORNIA",NA,NA,NA
"1828","2018",7821,44,2522,4844,7452,205,8164,23,2515,5161,7678,270,343,-21,-7,317,310,226,0,NA,NA,NA,NA,NA,NA,-121.42271,39.025057,NA,"Wheatland",6,"CA","California",115,"Yuba",9340,530,"530","Pacific",-8,"Y","Wheatland",NA,NA,"WHEATLAND","CALIFORNIA",NA,NA,NA
"1829","2018",1065,0,296,468,974,12,1069,11,208,610,945,28,4,11,-88,142,54,-29,0,NA,NA,NA,NA,NA,NA,-122.014634,39.032646,NA,"Arbuckle",6,"CA","California",11,"Colusa",0,530,"530","Pacific",-8,"Y","Arbuckle","College City",NA,"ARBUCKLE","CALIFORNIA",NA,NA,NA
"1830","2018",2274,0,799,1326,2169,0,2433,0,851,1462,2190,141,159,0,52,136,188,21,0,NA,NA,NA,NA,NA,NA,-122.05278,39.5937,NA,"Glenn",6,"CA","California",21,"Glenn",0,530,"530","Pacific",-8,"Y","Glenn",NA,"Bayliss||Ordbend","GLENN","CALIFORNIA",NA,NA,NA
"1831","2018",2696,14,1110,1176,2154,321,2086,0,539,1099,1662,238,-610,-14,-571,-77,-648,-492,0,NA,NA,NA,NA,NA,NA,-120.924326,40.15434,NA,"Greenville",6,"CA","California",63,"Plumas",0,530,"530","Pacific",-8,"Y","Greenville",NA,NA,"GREENVILLE","CALIFORNIA",NA,NA,NA
"1832","2018",25585,722,8475,15323,24210,885,22798,609,6573,14752,21227,1116,-2787,-113,-1902,-571,-2473,-2983,-9,NA,NA,NA,NA,NA,NA,-122.421215,40.564869,NA,"Redding",6,"CA","California",89,"Shasta",6690,530,"530","Pacific",-8,"Y","Redding",NA,NA,"REDDING","CALIFORNIA",NA,NA,NA
"1833","2018",3120,41,1133,1697,2649,368,2762,27,766,1676,2399,247,-358,-14,-367,-21,-388,-250,0,NA,NA,NA,NA,NA,NA,-121.137406,41.121327,"P","Bieber",6,"CA","California",35,"Lassen",0,530,"530","Pacific",-8,"Y","Bieber",NA,NA,"BIEBER","CALIFORNIA",NA,NA,NA
"1834","2018",6255,64,2252,3678,5960,168,6172,69,1898,3943,5598,463,-83,5,-354,265,-89,-362,103,NA,NA,NA,NA,NA,NA,-122.190031,39.926419,NA,"Corning",6,"CA","California",103,"Tehama",0,530,"530","Pacific",-8,"Y","Corning",NA,NA,"CORNING","CALIFORNIA",NA,NA,NA
"1835","2018",5727,23,1615,3245,5088,189,4941,23,1125,2993,4467,112,-786,0,-490,-252,-742,-621,0,NA,NA,NA,NA,NA,NA,-121.937185,41.970671,NA,"Dorris",6,"CA","California",93,"Siskiyou",0,530,"530","Pacific",-8,"Y","Dorris",NA,NA,"DORRIS","CALIFORNIA",NA,NA,NA
"1836","2018",799,0,261,480,708,0,758,0,225,460,698,0,-41,0,-36,-20,-56,-10,0,NA,NA,NA,NA,NA,NA,-120.551753,41.512612,NA,"Alturas",6,"CA","California",49,"Modoc",0,530,"530","Pacific",-8,"Y","Alturas",NA,"Alturas Rancheria||California Pines||Xl Ranch Indian Reservation","ALTURAS","CALIFORNIA",NA,NA,NA
"1837","2018",26,0,0,0,0,0,23,0,0,0,11,0,-3,0,0,0,0,11,0,NA,NA,NA,NA,NA,NA,-119.82592,38.63288,NA,"Markleeville",6,"CA","California",3,"Alpine",0,530,"530","Pacific",-8,"Y","Markleeville","Hope Valley","Crystal Springs||Emigrant Trail||Fredricksburg||Mesa Vista||Woodfords","MARKLEEVILLE","CALIFORNIA",NA,NA,NA
"1838","2018",60,0,0,11,35,0,50,0,0,25,49,0,-10,0,0,14,14,14,0,NA,NA,NA,NA,NA,NA,-66.138606,18.444331,NA,"Catano",72,"PR","Puerto Rico",33,"Catano",7440,787,"787/939","Atlantic",-4,"N","Catano",NA,"Bda Vietnam||Bo Juana Matos||Bo Palmas||Jard De Catano I||Jard De Catano II||Parc William Fuertes||Repto Paraiso||Sect La Puntilla||Urb Bahia||Urb Bajo Costo||Urb Bay View||Urb Catano Pueblo||Urb El Coqui 2||Urb Las Vegas||Urb Marina Bahia||Urb Proyecto 141||Villa Aurora||VISTA del Morro","CATANO","PUERTORICO",NA,NA,NA
"1839","2018",858,16,71,523,795,0,813,0,84,451,723,0,-45,-16,13,-72,-59,-72,0,NA,NA,NA,NA,NA,NA,-66.114391,18.388179,NA,"Guaynabo",72,"PR","Puerto Rico",61,"Guaynabo",7440,787,"787/939","Atlantic",-4,"N","Guaynabo",NA,"Alt de Torrimar||Bda Buen Samaritano||Bda San Miguel||Bo Buen Samaritano||Bo Juan Domingo||Chalet de la Reina||Est de Torrimar||Ext Victor Braeger||Ext Villa Caparra||Mans de Tintillo||Mans Garden Hls||Parq De Villa Caparra||Parq Mediterraneo||Repto Santana||Terrs de Tintillo||Urb Arboleda||Urb Gard","GUAYNABO","PUERTORICO",NA,NA,NA
"1840","2018",113192,3810,39907,67522,105529,6978,92731,3056,29530,58087,84611,7423,-20461,-754,-10377,-9435,-19812,-20918,18,9070052,1266328,871532,11207912,"AIEA","HI",-157.93373,21.384548,NA,"Aiea",15,"HI","Hawaii",3,"Honolulu",3320,808,"808","Hawaii",-10,"N","Aiea",NA,NA,"AIEA","HAWAII",-0.0021843314680004,-0.000595422355029661,-0.0018663601213143
"1841","2018",7759,276,2400,4248,6405,901,6205,186,1895,3376,4635,1240,-1554,-90,-505,-872,-1377,-1770,0,669880,83968,38808,792656,"ANAHOLA","HI",-159.34557,22.129099,"P","Anahola",15,"HI","Hawaii",7,"Kauai",0,808,"808","Hawaii",-10,"N","Anahola",NA,NA,"ANAHOLA","HAWAII",-0.00205559204633666,-0.0010718368902439,-0.00223299893017904
"1842","2018",21029,989,7201,11388,17284,2943,19111,796,5572,11240,15169,3134,-1918,-193,-1629,-148,-1777,-2115,55,2538260,274988,94612,2907860,"CAPTAIN COOK","HI",-155.876176,19.415684,NA,"Captain Cook",15,"HI","Hawaii",1,"Hawaii",0,808,"808","Hawaii",-10,"N","Captain Cook","Ocean View",NA,"CAPTAINCOOK","HAWAII",-0.000700085885606675,-0.000701848807947983,-0.000727339005316625
"1843","2018",20187,870,6017,12303,17561,2130,18352,900,5334,11203,14582,3340,-1835,30,-683,-1100,-1783,-2979,50,1771348,286904,81972,2140224,"HAIKU","HI",-156.297453,20.911118,NA,"Haiku",15,"HI","Hawaii",9,"Maui",0,808,"808","Hawaii",-10,"N","Haiku",NA,NA,"HAIKU","HAWAII",-0.00100657804113026,0.000104564593034604,-0.0013919103794743
"1844","2018",67,0,0,12,36,0,49,0,0,0,49,0,-18,0,0,-12,-12,13,0,NA,NA,NA,NA,NA,NA,-170.719577,14.2412,"P","Pago Pago",60,"AS","American Samoa",50,"American Samoa",0,684,"684","Samoa",-11,"N","Pago Pago",NA,NA,"PAGOPAGO","AMERICANSAMOA",NA,NA,NA
"1845","2018",2573,0,1151,1016,2376,11,2309,0,800,999,2098,11,-264,0,-351,-17,-368,-278,0,NA,NA,NA,NA,NA,NA,144.749308,13.476932,NA,"Hagatna",66,"GU","Guam",10,"Guam",0,671,"671","UTC+10",10,"N","Hagatna","Agana Heights||Asan||Chalan Pago||Maite||Mongmong||Ordot||Sinajana||Toto",NA,"HAGATNA","GUAM",NA,NA,NA
"1846","2018",81,0,0,12,12,0,216,0,0,126,166,0,135,0,0,114,114,154,0,NA,NA,NA,NA,NA,NA,145.756677,15.181897,"P","Saipan",69,"MP","Northern Mariana Islands",110,"Saipan",0,670,"670","Guam",10,"N","Saipan",NA,NA,"SAIPAN","NORTHERNMARIANAISLANDS",NA,NA,NA
"1847","2018",47469,2188,14358,29691,44026,2717,47174,2183,13966,29777,44186,2280,-295,-5,-392,86,-306,160,0,5946320,475464,140748,6562532,"BEAVERCREEK","OR",-122.477961,45.253113,NA,"Beavercreek",41,"OR","Oregon",5,"Clackamas",6440,503,"503/971","Pacific",-8,"Y","Beavercreek",NA,NA,"BEAVERCREEK","OREGON",-5.14603990367151e-05,-1.05160432756213e-05,2.43808334953643e-05
"1848","2018",2670,253,885,1406,2310,284,2528,154,733,1410,2173,268,-142,-99,-152,4,-148,-137,0,334644,30168,8304,373116,"CASCADE LOCKS","OR",-121.82148,45.67188,NA,"Cascade Locks",41,"OR","Oregon",27,"Hood River",0,541,"541/458","Pacific",-8,"Y","Cascade Locks",NA,NA,"CASCADELOCKS","OREGON",-0.000442261029631489,-0.00328162291169451,-0.000367178035785118
"1849","2018",123119,5233,24244,91213,116471,5660,115347,3952,20346,88524,108679,5496,-7772,-1281,-3898,-2689,-6587,-7792,0,13356636,2038276,734676,16129588,"CORBETT","OR",-122.259345,45.520077,NA,"Corbett",41,"OR","Oregon",51,"Multnomah",6440,503,"503/971","Pacific",-8,"Y","Corbett",NA,NA,"CORBETT","OREGON",-0.000493163098852136,-0.000628472297176634,-0.000483087354742105
"1850","2018",3315,69,879,2090,2892,230,2873,16,754,1764,2597,169,-442,-53,-125,-326,-451,-295,0,423112,26396,8812,458320,"DUFUR","OR",-121.16282,45.421839,NA,"Dufur",41,"OR","Oregon",65,"Wasco",0,458,"458/541","Pacific",-8,"Y","Dufur","Friend",NA,"DUFUR","OREGON",-0.00106591162623608,-0.00200787998181543,-0.000643655088148019
"1851","2018",11697,243,3626,7321,10961,471,11028,286,3200,7033,10388,401,-669,43,-426,-288,-714,-573,0,2084448,127264,35032,2246744,"AMITY","OR",-123.207387,45.098528,NA,"Amity",41,"OR","Oregon",71,"Yamhill",6440,503,"503/971","Pacific",-8,"Y","Amity",NA,NA,"AMITY","OREGON",-0.000342536729148436,0.000337880311792809,-0.000255035731707751
"1852","2018",6076,197,1995,3520,5464,394,5576,130,1608,3494,5000,363,-500,-67,-387,-26,-413,-464,-27,561016,54556,31464,647036,"ASTORIA","OR",-123.826767,46.181734,NA,"Astoria",41,"OR","Oregon",7,"Clatsop",0,503,"503/971","Pacific",-8,"Y","Astoria",NA,NA,"ASTORIA","OREGON",-0.00073616438746845,-0.00122809590145905,-0.000717116203735186
"1853","2018",3567,0,1127,1617,2927,261,3333,0,798,1757,2763,239,-234,0,-329,140,-189,-164,0,NA,NA,NA,NA,"BAY CITY","OR",-123.879733,45.526326,NA,"Bay City",41,"OR","Oregon",57,"Tillamook",0,503,"503/971","Pacific",-8,"Y","Bay City",NA,NA,"BAYCITY","OREGON",NA,NA,NA
"1854","2018",10098,203,2561,6671,9340,518,10598,222,2768,7009,9854,534,500,19,207,338,545,514,0,1828456,122176,44932,1995564,"WOLF CREEK","OR",-123.38556,42.66078,NA,"Wolf Creek",41,"OR","Oregon",33,"Josephine",0,458,"458/541","Pacific",-8,"Y","Wolf Creek",NA,NA,"WOLFCREEK","OREGON",0.000298065690396706,0.000155513357778942,0.000257571293128158
"1855","2018",306,0,11,228,279,0,272,0,11,186,240,0,-34,0,0,-42,-42,-39,0,NA,NA,NA,NA,NA,NA,-66.017348,18.363332,NA,"Trujillo Alto",72,"PR","Puerto Rico",139,"Trujillo Alto",7440,787,"787/939","Atlantic",-4,"N","Trujillo Alto","Trujillo","Alt de Fairview||Alt Interamericana||Bda Gonzalez||Bosque del Lago||Ciudad Universitaria||Colinas de Fairview||Jard de Trujillo||Lomas de Trujillo||Mans San Rafael||Parc Saint Just||Parq del Monte||Parq del Rio||Parq Ind Saint Just||Parq Montebello||Repto San Rafael||Saint Just||Sect La Pra||Terr de","TRUJILLOALTO","PUERTORICO",NA,NA,NA
"1856","2018",7900,77,2408,4880,7122,575,7801,111,2277,4932,7164,442,-99,34,-131,52,-79,42,-51,1126724,76040,24156,1226920,"KLAMATH FALLS","OR",-121.796627,42.221688,NA,"Klamath Falls",41,"OR","Oregon",35,"Klamath",0,458,"458/541","Pacific",-8,"Y","Klamath Falls","OreTech","Kfalls||Kingsley Field||Worden","KLAMATHFALLS","OREGON",-7.0114775224456e-05,0.000447133087848501,3.42320607700584e-05
"1857","2018",29666,1889,9876,17719,26342,3151,30671,1569,9634,19088,27626,2866,1005,-320,-242,1369,1127,1284,-20,3371772,515224,179000,4065996,"BEND","OR",-121.288771,44.098205,NA,"Bend",41,"OR","Oregon",17,"Deschutes",0,541,"541/458","Pacific",-8,"Y","Bend",NA,NA,"BEND","OREGON",0.000334245613285833,-0.000621089079701256,0.000315789784348042
"1858","2018",776,0,185,419,721,0,754,0,170,465,702,12,-22,0,-15,46,31,-19,12,138288,12032,3296,153616,"BURNS","OR",-118.762656,43.524973,NA,"Burns",41,"OR","Oregon",25,"Harney",0,458,"458/541","Pacific",-8,"Y","Burns","Lawen",NA,"BURNS","OREGON",0.000224169848432257,0,-0.000123685032809082
"1859","2018",8132,109,2682,4853,7633,245,7020,78,1993,4485,6556,252,-1112,-31,-689,-368,-1057,-1077,-26,1568144,118256,44692,1731092,"PENDLETON","OR",-118.7938,45.666259,NA,"Pendleton",41,"OR","Oregon",59,"Umatilla",0,458,"458/541","Pacific",-8,"Y","Pendleton","Cayuse",NA,"PENDLETON","OREGON",-0.000674045240743197,-0.000262143147070762,-0.000622150642484628
"1860","2018",24,0,0,0,13,0,43,0,0,14,26,0,19,0,0,14,14,13,0,87348,1484,400,89232,"ARLINGTON","OR",-120.18814,45.686001,NA,"Arlington",41,"OR","Oregon",21,"Gilliam",0,458,"458/541","Pacific",-8,"Y","Arlington",NA,NA,"ARLINGTON","OREGON",0.00016027842652379,0,0.000145687645687646
"1861","2018",1005,0,243,470,770,120,805,0,197,344,674,30,-200,0,-46,-126,-172,-96,-42,168972,13744,3392,186108,"ENTERPRISE","OR",-117.270806,45.4171,NA,"Enterprise",41,"OR","Oregon",63,"Wallowa",0,458,"458/541","Pacific",-8,"Y","Enterprise",NA,NA,"ENTERPRISE","OREGON",-0.00101792012877873,0,-0.000515829518344187
"1862","2018",1300,0,68,870,1192,0,1209,0,108,706,997,88,-91,0,40,-164,-124,-195,88,NA,NA,NA,NA,NA,NA,-65.978882,18.40482,NA,"Carolina",72,"PR","Puerto Rico",31,"Carolina",7440,787,"787/939","Atlantic",-4,"N","Carolina",NA,"Ext Villamar||Isla Verde||Parq de Isla Verde||Urb Atlantic View||Urb Biascochea||Urb Cape Sea Vlg||Urb La Marina||Urb Los Angeles||Urb Palmar Norte||Urb Palmar Sur||Urb Villamar||Villa La Marina","CAROLINA","PUERTORICO",NA,NA,NA
"1863","2018",4128,33,1718,2253,3872,135,3159,11,1152,1876,2937,147,-969,-22,-566,-377,-943,-935,0,451732,38320,9748,499800,"ADRIAN","OR",-117.058271,43.676162,NA,"Adrian",41,"OR","Oregon",45,"Malheur",0,458,"458/541","Mountain",-7,"Y","Adrian",NA,NA,"ADRIAN","OREGON",-0.00208752091948323,-0.000574112734864301,-0.00187074829931973
"1864","2018",323142,11736,82711,223673,302174,19508,310012,9350,71981,223724,289366,18877,-13130,-2386,-10730,51,-10679,-12808,-15,33740092,4070308,3016264,40826664,"AUBURN","WA",-122.260607,47.3068,NA,"Auburn",53,"WA","Washington",33,"King",7600,253,"253/564","Pacific",-8,"Y","Auburn","Algona||Federal Way",NA,"AUBURN","WASHINGTON",-0.000316507732106955,-0.000586196425430213,-0.000313716545637919
"1865","2018",96841,2995,30100,62359,90425,5917,94550,2352,27391,63359,88428,5570,-2291,-643,-2709,1000,-1709,-1997,-31,10298264,861432,581800,11741496,"BOTHELL","WA",-122.205819,47.8413,NA,"Bothell",53,"WA","Washington",61,"Snohomish",7600,425,"425/564","Pacific",-8,"Y","Bothell","Mill Creek",NA,"BOTHELL","WASHINGTON",-0.000165950299972889,-0.000746431523323954,-0.000170080541695879
"1866","2018",36380,831,13395,21193,32689,3125,32537,659,10346,20489,29763,2282,-3843,-172,-3049,-704,-3753,-2926,0,4245516,299016,221872,4766404,"ROLLINGBAY","WA",-122.548994,47.652184,"P","Rollingbay",53,"WA","Washington",35,"Kitsap",1150,206,"206/564","Pacific",-8,"Y","Rollingbay",NA,NA,"ROLLINGBAY","WASHINGTON",-0.000883991486547218,-0.000575220055114108,-0.000613879981638149
"1867","2018",28525,920,7481,18933,25449,2589,27655,881,7086,18469,25004,2135,-870,-39,-395,-464,-859,-445,0,3960736,382216,239492,4582444,"ACME","WA",-122.194051,48.687032,NA,"Acme",53,"WA","Washington",73,"Whatcom",860,360,"360/564","Pacific",-8,"Y","Acme",NA,NA,"ACME","WASHINGTON",-0.000216878883116673,-0.000102036544780962,-9.71097519140441e-05
"1868","2018",15457,505,5439,9069,13611,1595,14421,408,4517,9042,12916,1275,-1036,-97,-922,-27,-949,-695,-64,1844440,167004,84964,2096408,"ANACORTES","WA",-122.6073,48.4989,NA,"Anacortes",53,"WA","Washington",57,"Skagit",0,360,"360/564","Pacific",-8,"Y","Anacortes","Decatur Is||Decatur Island","Guemes||Guemes Island||Similk Beach","ANACORTES","WASHINGTON",-0.000514519312094728,-0.000580824411391344,-0.000331519437056146
"1869","2018",12475,245,5225,6600,10513,1739,11140,183,4124,6436,9705,1151,-1335,-62,-1101,-164,-1265,-808,-33,1082916,57240,42452,1182608,"CLINTON","WA",-122.40211,47.9595,NA,"Clinton",53,"WA","Washington",29,"Island",7600,360,"360/564","Pacific",-8,"Y","Clinton",NA,"Maxwelton||Possession","CLINTON","WASHINGTON",-0.00116814231205375,-0.00108315863032844,-0.000683235696020998
"1870","2018",9120,326,3527,5027,7709,1257,9467,283,3181,5729,8415,922,347,-43,-346,702,356,706,0,900780,81100,20788,1002668,"CARLSBORG","WA",-123.175464,48.106925,"P","Carlsborg",53,"WA","Washington",9,"Clallam",0,360,"360/564","Pacific",-8,"Y","Carlsborg",NA,NA,"CARLSBORG","WASHINGTON",0.000395213037589645,-0.000530209617755857,0.000704121404093878
"1871","2018",9082,146,2947,5334,8129,551,8528,87,2469,5270,7767,283,-554,-59,-478,-64,-542,-362,-28,1620780,91296,50764,1762840,"ABERDEEN","WA",-123.76254,47.04336,NA,"Aberdeen",53,"WA","Washington",27,"Grays Harbor",0,360,"360/564","Pacific",-8,"Y","Aberdeen",NA,"Aberdeen Gardens||Bay City||Bench Drive||Central Park||Junction City||Markham||Ocosta||South Aberdeen||Wishkah","ABERDEEN","WASHINGTON",-0.000334406890509508,-0.000646249561864704,-0.000205350457216764
"1872","2018",2741,0,977,1264,2124,310,2708,0,788,1501,2295,150,-33,0,-189,237,48,171,0,530748,16124,8500,555372,"RAYMOND","WA",-123.65844,46.62972,NA,"Raymond",53,"WA","Washington",49,"Pacific",0,360,"360/564","Pacific",-8,"Y","Raymond",NA,"Firdale||Frances||Holcomb||Old Willapa||Willapa","RAYMOND","WASHINGTON",9.04384001447014e-05,0,0.000307901730731834
"1873","2018",12735,175,4156,8005,11637,872,12540,162,3903,8037,11627,689,-195,-13,-253,32,-221,-10,0,1768640,111188,53620,1933448,"RYDERWOOD","WA",-123.045515,46.376684,NA,"Ryderwood",53,"WA","Washington",15,"Cowlitz",0,360,"360/564","Pacific",-8,"Y","Ryderwood",NA,NA,"RYDERWOOD","WASHINGTON",-0.000124954767504976,-0.000116919091988344,-5.1721070336518e-06
"1874","2018",2466,11,993,1048,2055,201,2197,0,637,1180,1899,81,-269,-11,-356,132,-224,-156,0,1020988,51920,9604,1082512,"BINGEN","WA",-121.47569,45.738971,NA,"Bingen",53,"WA","Washington",39,"Klickitat",0,509,"509","Pacific",-8,"Y","Bingen","Cook",NA,"BINGEN","WASHINGTON",-0.000219395330797228,-0.000211864406779661,-0.000144109256987451
"1875","2018",816,0,196,319,659,12,783,0,172,348,692,12,-33,0,-24,29,5,33,0,254532,9652,1612,265796,"CARSON","WA",-121.845884,45.748636,NA,"Carson",53,"WA","Washington",59,"Skamania",0,509,"509","Pacific",-8,"Y","Carson",NA,NA,"CARSON","WASHINGTON",1.96438954630459e-05,0,0.00012415536727415
"1876","2018",341,0,86,165,258,26,388,0,78,224,334,12,47,0,-8,59,51,76,-14,84248,2224,1296,87768,"CATHLAMET","WA",-123.33504,46.21092,NA,"Cathlamet",53,"WA","Washington",69,"Wahkiakum",0,360,"360/564","Pacific",-8,"Y","Cathlamet",NA,NA,"CATHLAMET","WASHINGTON",0.000605355616750546,0,0.000865919241637043
"1877","2018",8654,295,2876,4771,7305,1009,8303,175,2509,4935,7382,636,-351,-120,-367,164,-203,77,-103,1133984,126408,45844,1306236,"WENATCHEE","WA",-120.333262,47.427482,NA,"Wenatchee",53,"WA","Washington",7,"Chelan",0,509,"509","Pacific",-8,"Y","Wenatchee",NA,"Appleyard||Grant Road Addition||Kenroy||Mission Square||Pearcot||Wenatchee Heights||West Wenatchee","WENATCHEE","WASHINGTON",-0.000179014871462031,-0.000949307005885703,5.89480002082319e-05
"1878","2018",4454,0,1168,2549,3693,358,3352,0,836,1837,2871,151,-1102,0,-332,-712,-1044,-822,0,888140,44496,29408,962044,"BREWSTER","WA",-119.79072,48.1674,NA,"Brewster",53,"WA","Washington",47,"Okanogan",0,509,"509","Pacific",-8,"Y","Brewster",NA,"Monse||Rocky Butte","BREWSTER","WASHINGTON",-0.0011754903506204,0,-0.000854430774476012
