"","Year","TOTAL_FROM_COUNTY","FROM_BUSINESS","FROM_FAMILY","FROM_INDIVIDUAL","FROM_PERM","FROM_TEMP","TOTAL_TO_COUNTY","TO_BUSINESS","TO_FAMILY","TO_INDIVIDUAL","TO_PERM","TO_TEMP","NET_COUNTY","NET_BUSINESS","NET_FAMILY","NET_INDIVIDUAL","NET_RES","NET_PERM","NET_TEMP","ams_res","ams_bus","ams_oth","ams_total","USPS_ZIP_PREF_CITY","USPS_ZIP_PREF_STATE","X","Y","ZIP_CLASS","CITY","STATE","STATECODE","STATENAME","COUNTY","COUNTYNM","MSA","AREACODE","AREACODES","TIMEZONE","GMTOFFSET","DST","PONAME","ALIAS_CITY","ALIAS_CITYN","CITY2","STATENAME2","RES_percent","BUS_percent","TOT_percent"
"3069","2019",439,0,69,282,381,12,328,0,0,227,301,0,-111,0,-69,-55,-124,-80,-12,72552,5088,2556,80196,"REDFIELD","SD",-98.514591,44.874469,NA,"Redfield",46,"SD","South Dakota",115,"Spink",0,605,"605","Central",-6,"Y","Redfield","Zell",NA,"REDFIELD","SOUTHDAKOTA",-0.00170911897673393,0,-0.000997555987829817
"3070","2019",2626,25,732,1635,2389,172,2490,34,675,1628,2316,80,-136,9,-57,-7,-64,-73,-92,380244,32024,13168,425436,"PIERRE","SD",-100.18752,44.44692,NA,"Pierre",46,"SD","South Dakota",65,"Hughes",0,605,"605","Central",-6,"Y","Pierre",NA,"Ames||Canning||Eakin||Fairbank||Francis||Oahe||Okobojo||Rousseau||Wendt","PIERRE","SOUTHDAKOTA",-0.000168312977982559,0.000281039220584562,-0.00017158867608759
"3071","2019",127,0,0,27,67,0,130,0,0,39,103,0,3,0,0,12,12,36,0,120692,9360,2148,132200,"BURKE","SD",-99.23922,43.24482,NA,"Burke",46,"SD","South Dakota",53,"Gregory",0,605,"605","Central",-6,"Y","Burke","Lucas",NA,"BURKE","SOUTHDAKOTA",9.94266397109999e-05,0,0.00027231467473525
"3072","2019",531,18,235,237,484,0,397,18,73,231,362,0,-134,0,-162,-6,-168,-122,0,71704,5864,2316,79884,"COLOME","SD",-99.716287,43.262769,NA,"Colome",46,"SD","South Dakota",123,"Tripp",0,605,"605","Central",-6,"Y","Colome",NA,NA,"COLOME","SOUTHDAKOTA",-0.00234296552493585,0,-0.0015272144609684
"3073","2019",302,0,98,105,264,0,269,0,25,134,247,0,-33,0,-73,29,-44,-17,0,32820,1792,1012,35624,"FORT PIERRE","SD",-100.468252,44.388787,NA,"Fort Pierre",46,"SD","South Dakota",117,"Stanley",0,605,"605","Central",-6,"Y","Fort Pierre","Mission Ridge","Lacy||Laroche||Lindsey||Norman Ranch||Orton","FORTPIERRE","SOUTHDAKOTA",-0.00134064594759293,0,-0.000477206377722883
"3074","2019",111,0,24,52,81,0,27,0,0,15,26,0,-84,0,-24,-37,-61,-55,0,11580,476,324,12380,"LOWER BRULE","SD",-99.695554,44.060655,NA,"Lower Brule",46,"SD","South Dakota",85,"Lyman",0,605,"605","Central",-6,"Y","Lower Brule",NA,NA,"LOWERBRULE","SOUTHDAKOTA",-0.00526770293609672,0,-0.00444264943457189
"3075","2019",30,0,0,16,29,0,40,0,0,13,40,0,10,0,0,-3,-3,11,0,7196,432,188,7816,"MARTIN","SD",-101.6667,43.21878,NA,"Martin",46,"SD","South Dakota",7,"Bennett",0,605,"605","Mountain",-7,"Y","Martin","Vetal","Harrington||Patricia||Swett","MARTIN","SOUTHDAKOTA",-0.000416898276820456,0,0.00140736949846469
"3076","2019",36,0,0,0,24,0,27,0,0,11,26,0,-9,0,0,11,11,2,0,41308,988,640,42936,"ONIDA","SD",-100.063844,44.703712,NA,"Onida",46,"SD","South Dakota",119,"Sully",0,605,"605","Central",-6,"Y","Onida",NA,NA,"ONIDA","SOUTHDAKOTA",0.000266292243633195,0,4.65809577044904e-05
"3077","2019",35,0,0,0,33,0,43,0,0,11,25,0,8,0,0,11,11,-8,0,14000,588,144,14732,"PHILIP","SD",-101.663435,44.039632,NA,"Philip",46,"SD","South Dakota",55,"Haakon",0,605,"605","Mountain",-7,"Y","Philip",NA,"Hilland||Plum Creek","PHILIP","SOUTHDAKOTA",0.000785714285714286,0,-0.000543035568829758
"3078","2019",15,0,0,13,13,0,0,0,0,0,0,0,-15,0,0,-13,-13,-13,0,6068,128,128,6324,"WHITE RIVER","SD",-100.748538,43.564463,NA,"White River",46,"SD","South Dakota",95,"Mellette",0,605,"605","Mountain",-7,"Y","White River","Cedarbutte",NA,"WHITERIVER","SOUTHDAKOTA",-0.00214238628872775,0,-0.00205566097406705
"3079","2019",16,0,0,11,15,0,0,0,0,0,0,0,-16,0,0,-11,-11,-15,0,4552,60,124,4736,"DUPREE","SD",-101.647447,44.990004,NA,"Dupree",46,"SD","South Dakota",137,"Ziebach",0,605,"605","Mountain",-7,"Y","Dupree",NA,"Ohem||Red Elm","DUPREE","SOUTHDAKOTA",-0.00241652021089631,0,-0.00316722972972973
"3080","2019",454,0,206,130,414,0,288,0,0,104,243,0,-166,0,-206,-26,-232,-171,0,39580,1184,236,41000,"EAGLE BUTTE","SD",-101.237386,44.994139,NA,"Eagle Butte",46,"SD","South Dakota",41,"Dewey",0,605,"605","Mountain",-7,"Y","Eagle Butte","Parade","Cheyenne River Reservation||Standing Rock Reservation","EAGLEBUTTE","SOUTHDAKOTA",-0.00586154623547246,0,-0.00417073170731707
"3081","2019",367,0,16,99,237,11,218,0,0,52,168,0,-149,0,-16,-47,-63,-69,-11,56716,5612,872,63200,"LEMMON","SD",-102.160093,45.937575,NA,"Lemmon",46,"SD","South Dakota",105,"Perkins",0,605,"605","Mountain",-7,"Y","Lemmon","Shadehill||Thunder Hawk",NA,"LEMMON","SOUTHDAKOTA",-0.00111079765850906,0,-0.00109177215189873
"3082","2019",43,0,0,17,31,0,55,0,0,24,41,0,12,0,0,7,7,10,0,11528,224,244,11996,"MC LAUGHLIN","SD",-100.813494,45.810968,NA,"McLaughlin",46,"SD","South Dakota",31,"Corson",0,605,"605","Mountain",-7,"Y","McLaughlin","Kenel",NA,"MCLAUGHLIN","SOUTHDAKOTA",0.000607217210270645,0,0.000833611203734578
"3083","2019",51750,1986,23203,25396,47415,3792,29355,914,8703,18728,26365,2535,-22395,-1072,-14500,-6668,-21168,-21050,-54,NA,NA,NA,NA,"BELLE FOURCHE","SD",-103.847783,44.665219,NA,"Belle Fourche",46,"SD","South Dakota",19,"Butte",0,605,"605","Mountain",-7,"Y","Belle Fourche","Fruitdale","Mason||Willet","BELLEFOURCHE","SOUTHDAKOTA",NA,NA,NA
"3084","2019",34,0,0,0,23,0,0,0,0,0,0,0,-34,0,0,0,0,-23,0,13700,288,356,14344,"BUFFALO","SD",-103.65618,45.50718,NA,"Buffalo",46,"SD","South Dakota",63,"Harding",0,605,"605","Mountain",-7,"Y","Buffalo",NA,NA,"BUFFALO","SOUTHDAKOTA",0,0,-0.00160345789180145
"3085","2019",8386,60,2762,4707,7266,729,6970,60,2041,4150,6124,440,-1416,0,-721,-557,-1278,-1142,-67,NA,NA,NA,NA,"CUSTER","SD",-103.595844,43.767311,NA,"Custer",46,"SD","South Dakota",33,"Custer",0,605,"605","Mountain",-7,"Y","Custer","Crazy Horse","Bakerville||Bluebell||Game Lodge||Harney Peak||Sanator||Sylvan Lake","CUSTER","SOUTHDAKOTA",NA,NA,NA
"3086","2019",1180,11,368,613,901,197,1036,0,316,612,881,82,-144,-11,-52,-1,-53,-20,-12,191148,9000,4520,204668,"EDGEMONT","SD",-103.829609,43.29601,NA,"Edgemont",46,"SD","South Dakota",47,"Fall River",0,605,"605","Mountain",-7,"Y","Edgemont","Ardmore||Burdock||Dewey||Provo",NA,"EDGEMONT","SOUTHDAKOTA",-0.000277272061439304,-0.00122222222222222,-9.77192330994586e-05
"3087","2019",118,0,11,51,91,0,92,0,0,35,76,0,-26,0,-11,-16,-27,-15,0,91868,368,380,92616,"KYLE","SD",-102.320814,43.535696,NA,"Kyle",46,"SD","South Dakota",102,"Oglala Lakota",0,605,"605","Mountain",-7,"Y","Kyle",NA,NA,"KYLE","SOUTHDAKOTA",-0.000293899943397048,0,-0.000161959056750453
"3088","2019",427,0,13,225,309,38,376,0,13,241,323,0,-51,0,0,16,16,14,0,146224,7256,4336,157816,"ENDERLIN","ND",-97.601885,46.62157,NA,"Enderlin",38,"ND","North Dakota",73,"Ransom",0,701,"701","Central",-6,"Y","Enderlin",NA,NA,"ENDERLIN","NORTHDAKOTA",0.000109421162052741,0,8.87109038373802e-05
"3089","2019",197,0,0,49,119,0,120,0,0,37,89,0,-77,0,0,-12,-12,-30,0,159552,10572,7292,177416,"FORMAN","ND",-97.638188,46.107812,NA,"Forman",38,"ND","North Dakota",81,"Sargent",0,701,"701","Central",-6,"Y","Forman",NA,NA,"FORMAN","NORTHDAKOTA",-7.52105896510229e-05,0,-0.000169094106506741
"3090","2019",640,0,102,281,457,64,482,0,63,197,365,15,-158,0,-39,-84,-123,-92,0,341076,19784,10788,371648,"GALESBURG","ND",-97.326614,47.281586,NA,"Galesburg",38,"ND","North Dakota",97,"Traill",0,701,"701","Central",-6,"Y","Galesburg",NA,NA,"GALESBURG","NORTHDAKOTA",-0.000360623438764381,0,-0.000247546065093852
"3091","2019",1151,0,418,667,1011,75,898,0,266,601,816,0,-253,0,-152,-66,-218,-195,-75,178368,11600,7612,197580,"VALLEY CITY","ND",-98.00287,46.924715,NA,"Valley City",38,"ND","North Dakota",3,"Barnes",0,701,"701","Central",-6,"Y","Valley City",NA,NA,"VALLEYCITY","NORTHDAKOTA",-0.00122219232149264,0,-0.000986941998177953
"3092","2019",11722,109,3147,7853,10673,854,8212,108,1779,5813,7518,526,-3510,-1,-1368,-2040,-3408,-3155,-224,1283296,219940,88364,1591600,"GRAND FORKS","ND",-97.052752,47.912435,NA,"Grand Forks",38,"ND","North Dakota",35,"Grand Forks",2985,701,"701","Central",-6,"Y","Grand Forks",NA,NA,"GRANDFORKS","NORTHDAKOTA",-0.00265566167119667,-4.54669455305993e-06,-0.00198228198039708
"3093","2019",367,0,24,127,182,30,237,0,11,84,157,0,-130,0,-13,-43,-56,-25,0,144492,6952,3488,154932,"CAVALIER","ND",-97.607866,48.782525,NA,"Cavalier",38,"ND","North Dakota",67,"Pembina",0,701,"701","Central",-6,"Y","Cavalier","Backoo||Cavalier AFS||Concrete",NA,"CAVALIER","NORTHDAKOTA",-0.000387564709464884,0,-0.000161361113262593
"3094","2019",947,0,243,506,749,113,801,0,140,509,672,38,-146,0,-103,3,-100,-77,-43,168864,8332,4160,181356,"GRAFTON","ND",-97.41174,48.4152,NA,"Grafton",38,"ND","North Dakota",99,"Walsh",0,701,"701","Central",-6,"Y","Grafton","Nash",NA,"GRAFTON","NORTHDAKOTA",-0.000592192533636536,0,-0.00042457928053111
"3095","2019",274,0,35,107,205,39,230,0,31,97,197,0,-44,0,-4,-10,-14,-8,0,49584,4148,1464,55196,"HANNAH","ND",-98.737664,48.947689,NA,"Hannah",38,"ND","North Dakota",19,"Cavalier",0,701,"701","Central",-6,"Y","Hannah",NA,NA,"HANNAH","NORTHDAKOTA",-0.000282349144885447,0,-0.000144938038988333
"3096","2019",662,0,209,194,575,0,326,0,11,155,249,0,-336,0,-198,-39,-237,-326,0,208432,8044,5096,221572,"BELCOURT","ND",-99.841349,48.664977,NA,"Belcourt",38,"ND","North Dakota",79,"Rolette",0,701,"701","Central",-6,"Y","Belcourt",NA,NA,"BELCOURT","NORTHDAKOTA",-0.00113706148767944,0,-0.00147130503854278
"3097","2019",487,12,122,267,338,85,449,0,94,252,310,60,-38,-12,-28,-15,-43,-28,-25,171288,11608,4540,187436,"BOTTINEAU","ND",-100.42452,48.9051,NA,"Bottineau",38,"ND","North Dakota",9,"Bottineau",0,701,"701","Central",-6,"Y","Bottineau",NA,"Lake Metigoshe||Metigoshe","BOTTINEAU","NORTHDAKOTA",-0.000251039185465415,-0.00103376981392143,-0.000149384323182313
"3098","2019",144,0,17,16,89,11,124,0,0,31,88,0,-20,0,-17,15,-2,-1,-11,35704,1128,976,37808,"CANDO","ND",-99.201112,48.488286,NA,"Cando",38,"ND","North Dakota",95,"Towner",0,701,"701","Central",-6,"Y","Cando","Maza",NA,"CANDO","NORTHDAKOTA",-5.60161326462021e-05,0,-2.64494286923402e-05
"3099","2019",110,0,0,13,96,0,23,0,0,0,0,0,-87,0,0,-13,-13,-96,0,88320,5024,3080,96424,"FORT TOTTEN","ND",-98.994286,47.975298,"P","Fort Totten",38,"ND","North Dakota",5,"Benson",0,701,"701","Central",-6,"Y","Fort Totten",NA,NA,"FORTTOTTEN","NORTHDAKOTA",-0.000147192028985507,0,-0.000995602754500954
"3100","2019",5524,39,1880,3234,5228,154,4920,12,1547,2968,4463,251,-604,-27,-333,-266,-599,-765,0,NA,NA,NA,NA,"NEW ROCKFORD","ND",-99.133524,47.684884,NA,"New Rockford",38,"ND","North Dakota",27,"Eddy",0,701,"701","Central",-6,"Y","New Rockford","Brantford||Bremen","Munster||New Rockfrd","NEWROCKFORD","NORTHDAKOTA",NA,NA,NA
"3101","2019",2284,14,555,1580,2003,185,1911,11,428,1387,1768,63,-373,-3,-127,-193,-320,-235,-122,242696,61520,16116,320332,"JAMESTOWN","ND",-98.706119,46.910219,NA,"Jamestown",38,"ND","North Dakota",93,"Stutsman",0,701,"701","Central",-6,"Y","Jamestown","Eldridge||Sydney","Bloom||Fried||Homer||Jamestwn||Jmst||Lippert||Spiritwood Lake||Woodbury","JAMESTOWN","NORTHDAKOTA",-0.00131852193690873,-4.87646293888166e-05,-0.000733613875604061
"3102","2019",87,0,0,13,40,0,61,0,0,16,44,0,-26,0,0,3,3,4,0,55580,2340,3236,61156,"BINFORD","ND",-98.369868,47.583836,NA,"Binford",38,"ND","North Dakota",39,"Griggs",0,701,"701","Central",-6,"Y","Binford",NA,NA,"BINFORD","NORTHDAKOTA",5.39762504498021e-05,0,6.54065014062398e-05
"3103","2019",355,0,50,230,307,15,234,0,0,122,208,0,-121,0,-50,-108,-158,-99,-15,88488,7260,3480,99228,"CARRINGTON","ND",-99.124405,47.448882,NA,"Carrington",38,"ND","North Dakota",31,"Foster",0,701,"701","Central",-6,"Y","Carrington","Bordulac||Melville","Barlow||Dover||Rose Hill","CARRINGTON","NORTHDAKOTA",-0.00178555284332339,0,-0.000997702261458459
"3104","2019",124,0,0,11,73,0,58,0,0,24,32,0,-66,0,0,13,13,-41,0,57072,1380,1680,60132,"DAWSON","ND",-99.764035,46.807596,NA,"Dawson",38,"ND","North Dakota",43,"Kidder",0,701,"701","Central",-6,"Y","Dawson",NA,NA,"DAWSON","NORTHDAKOTA",0.000227782450238295,0,-0.000681833300073172
"3105","2019",112,0,0,26,29,14,71,0,0,0,34,0,-41,0,0,-26,-26,5,-14,238952,11684,7476,258112,"EDGELEY","ND",-98.72172,46.32132,NA,"Edgeley",38,"ND","North Dakota",45,"LaMoure",0,701,"701","Central",-6,"Y","Edgeley","Merricourt",NA,"EDGELEY","NORTHDAKOTA",-0.000108808463624494,0,1.93714356558393e-05
"3106","2019",356,0,25,176,278,11,362,0,11,212,314,0,6,0,-14,36,22,36,0,95824,6008,4456,106288,"ELLENDALE","ND",-98.521819,46.002161,NA,"Ellendale",38,"ND","North Dakota",21,"Dickey",0,701,"701","Central",-6,"Y","Ellendale","Monango",NA,"ELLENDALE","NORTHDAKOTA",0.000229587577224912,0,0.000338702393496914
"3107","2019",12528,449,3874,8000,11170,1287,10036,287,2796,6647,9152,765,-2492,-162,-1078,-1353,-2431,-2018,-135,1170040,173244,63576,1406860,"BISMARCK","ND",-100.780969,46.819042,NA,"Bismarck",38,"ND","North Dakota",15,"Burleigh",1010,701,"701","Central",-6,"Y","Bismarck",NA,NA,"BISMARCK","NORTHDAKOTA",-0.00207770674506854,-0.000935097319387684,-0.00143440001137284
"3108","2019",27,0,0,13,13,0,14,0,0,0,11,0,-13,0,0,-13,-13,-2,0,31212,820,1076,33108,"CENTER","ND",-100.94139,47.08601,NA,"Center",38,"ND","North Dakota",65,"Oliver",0,701,"701","Central",-6,"Y","Center","Fort Clark||Hensler","Price||Sanger","CENTER","NORTHDAKOTA",-0.000416506471869794,0,-6.04083605170956e-05
"3109","2019",106,0,12,13,44,0,61,0,0,23,42,0,-45,0,-12,10,-2,-2,0,29656,780,1020,31456,"LINTON","ND",-100.22358,46.28898,NA,"Linton",38,"ND","North Dakota",29,"Emmons",0,701,"701","Central",-6,"Y","Linton","Temvik",NA,"LINTON","NORTHDAKOTA",-6.74399784192069e-05,0,-6.35808748728382e-05
"3110","2019",4553,112,1604,2678,4182,336,3214,49,833,2109,2995,197,-1339,-63,-771,-569,-1340,-1187,-139,534116,31328,20456,585900,"MANDAN","ND",-100.892053,46.828248,NA,"Mandan",38,"ND","North Dakota",59,"Morton",1010,701,"701","Central",-6,"Y","Mandan","Fort Rice||Huff||Saint Anthony",NA,"MANDAN","NORTHDAKOTA",-0.00250881830913135,-0.00201098059244127,-0.00202594299368493
"3111","2019",62,0,0,0,26,0,22,0,0,0,11,0,-40,0,0,0,0,-15,0,14720,1120,1248,17088,"BEACH","ND",-104.007445,46.931605,NA,"Beach",38,"ND","North Dakota",33,"Golden Valley",0,701,"701","Mountain",-7,"Y","Beach","Trotters",NA,"BEACH","NORTHDAKOTA",0,0,-0.000877808988764045
"3112","2019",285,0,42,159,239,23,260,0,13,160,220,0,-25,0,-29,1,-28,-19,-23,30480,1444,920,32844,"BOWMAN","ND",-103.400993,46.179366,NA,"Bowman",38,"ND","North Dakota",11,"Bowman",0,701,"701","Mountain",-7,"Y","Bowman","Buffalo Spg||Buffalo Springs","Griffin||Ladd","BOWMAN","NORTHDAKOTA",-0.000918635170603675,0,-0.000578492266471806
"3113","2019",0,0,0,0,0,0,19,0,0,12,0,18,19,0,0,12,12,0,18,13552,464,312,14328,"MEDORA","ND",-103.424849,46.769016,NA,"Medora",38,"ND","North Dakota",7,"Billings",0,701,"701","Mountain",-7,"Y","Medora",NA,NA,"MEDORA","NORTHDAKOTA",0.000885478158205431,0,0
"3114","2019",89,0,0,48,15,0,82,0,0,25,66,0,-7,0,0,-23,-23,51,0,101436,7476,3260,112172,"MOTT","ND",-102.42816,46.39578,NA,"Mott",38,"ND","North Dakota",41,"Hettinger",0,701,"701","Mountain",-7,"Y","Mott","Burt",NA,"MOTT","NORTHDAKOTA",-0.00022674395678063,0,0.000454658916663695
"3115","2019",12036,186,4179,7155,11113,711,8759,99,2500,5723,8125,412,-3277,-87,-1679,-1432,-3111,-2988,-172,1358872,124824,108424,1592120,"MINOT","ND",-101.294119,48.230821,NA,"Minot",38,"ND","North Dakota",101,"Ward",0,701,"701","Central",-6,"Y","Minot",NA,"Logan||Ruthville||South Prairie","MINOT","NORTHDAKOTA",-0.0022893988543439,-0.000696981349740435,-0.00187674295907344
"3116","2019",28987,794,9460,17703,25334,3101,27319,596,8609,17063,24343,2281,-1668,-198,-851,-640,-1491,-991,0,6715136,547564,236496,7499196,"ANAMOOSE","ND",-100.262163,47.848945,NA,"Anamoose",38,"ND","North Dakota",49,"McHenry",0,701,"701","Central",-6,"Y","Anamoose",NA,NA,"ANAMOOSE","NORTHDAKOTA",-0.000222035711562655,-0.000361601566209612,-0.000132147499545285
"3117","2019",111,0,0,24,54,0,74,0,0,11,30,0,-37,0,0,-13,-13,-24,0,13088,292,648,14028,"CROSBY","ND",-103.296401,48.91305,NA,"Crosby",38,"ND","North Dakota",23,"Divide",0,701,"701","Central",-6,"Y","Crosby",NA,NA,"CROSBY","NORTHDAKOTA",-0.000993276283618582,0,-0.00171086398631309
"3118","2019",1748,12,595,1021,1586,71,1662,11,508,969,1398,194,-86,-1,-87,-52,-139,-188,0,280672,21612,12284,314568,"MANDAREE","ND",-102.709656,47.845427,NA,"Mandaree",38,"ND","North Dakota",53,"McKenzie",0,701,"701","Mountain",-7,"Y","Mandaree",NA,NA,"MANDAREE","NORTHDAKOTA",-0.000495239995439517,-4.62705904127337e-05,-0.000597645024287277
"3119","2019",937,0,217,459,786,37,789,0,156,408,653,30,-148,0,-61,-51,-112,-133,6,359016,17796,13288,390100,"NEW TOWN","ND",-102.48162,47.9727,NA,"New Town",38,"ND","North Dakota",61,"Mountrail",0,701,"701","Central",-6,"Y","New Town","Charlson||Sanish",NA,"NEWTOWN","NORTHDAKOTA",-0.000311963812197785,0,-0.000340938220968982
"3120","2019",842,0,284,289,660,56,819,0,177,330,662,0,-23,0,-107,41,-66,2,0,365500,10320,9996,385816,"ABSAROKEE","MT",-109.441232,45.521872,NA,"Absarokee",30,"MT","Montana",95,"Stillwater",0,406,"406","Mountain",-7,"Y","Absarokee",NA,NA,"ABSAROKEE","MONTANA",-0.000180574555403557,0,5.18381819312833e-06
"3121","2019",658,0,53,259,531,0,293,0,0,128,241,0,-365,0,-53,-131,-184,-290,0,84996,880,2304,88180,"ASHLAND","MT",-106.268659,45.546223,NA,"Ashland",30,"MT","Montana",87,"Rosebud",0,406,"406","Mountain",-7,"Y","Ashland",NA,NA,"ASHLAND","MONTANA",-0.00216480775565909,0,-0.00328872760263098
"3122","2019",24230,1105,7223,15000,22512,1480,20534,958,5333,13510,18988,1238,-3696,-147,-1890,-1490,-3380,-3524,0,2724212,398236,132084,3254532,"BALLANTINE","MT",-108.097366,45.95681,NA,"Ballantine",30,"MT","Montana",111,"Yellowstone",880,406,"406","Mountain",-7,"Y","Ballantine",NA,NA,"BALLANTINE","MONTANA",-0.00124072575849457,-0.000369127853835414,-0.00108279777246007
"3123","2019",280,0,55,93,148,56,308,0,109,157,243,26,28,0,54,64,118,95,-17,106300,1228,3148,110676,"BIG TIMBER","MT",-109.951625,45.835144,NA,"Big Timber",30,"MT","Montana",97,"Sweet Grass",0,406,"406","Mountain",-7,"Y","Big Timber",NA,NA,"BIGTIMBER","MONTANA",0.00111006585136406,0,0.000858361343019263
"3124","2019",1558,0,365,735,1333,43,1175,0,202,592,1025,0,-383,0,-163,-143,-306,-308,0,171220,16368,6108,193696,"BUSBY","MT",-106.872747,45.516379,NA,"Busby",30,"MT","Montana",3,"Big Horn",0,406,"406","Mountain",-7,"Y","Busby",NA,NA,"BUSBY","MONTANA",-0.00178717439551454,0,-0.0015901206013547
"3125","2019",9502,308,3193,4790,7461,1342,8215,238,2424,4651,6385,1340,-1287,-70,-769,-139,-908,-1076,0,NA,NA,NA,NA,"CLYDE PARK","MT",-110.456916,45.707497,"P","Clyde Park",30,"MT","Montana",67,"Park",0,406,"406","Mountain",-7,"Y","Clyde Park",NA,NA,"CLYDEPARK","MONTANA",NA,NA,NA
"3126","2019",1169,0,357,705,999,82,1095,11,302,713,990,60,-74,11,-55,8,-47,-9,0,236164,17308,5152,258624,"GRASS RANGE","MT",-108.90207,46.99191,NA,"Grass Range",30,"MT","Montana",27,"Fergus",0,406,"406","Mountain",-7,"Y","Grass Range",NA,NA,"GRASSRANGE","MONTANA",-0.00019901424433868,0.000635544256990987,-3.47995545657016e-05
"3127","2019",78,0,24,0,39,0,38,0,0,0,25,0,-40,0,-24,0,-24,-14,0,16856,92,520,17468,"HARLOWTON","MT",-109.831908,46.436792,"P","Harlowton",30,"MT","Montana",107,"Wheatland",0,406,"406","Mountain",-7,"Y","Harlowton",NA,NA,"HARLOWTON","MONTANA",-0.00142382534409112,0,-0.00080146553698191
"3128","2019",22,0,0,0,11,0,0,0,0,0,0,0,-22,0,0,0,0,-11,0,6756,320,64,7140,"HYSHAM","MT",-107.232251,46.288514,NA,"Hysham",30,"MT","Montana",103,"Treasure",0,406,"406","Mountain",-7,"Y","Hysham","Sanders",NA,"HYSHAM","MONTANA",0,0,-0.0015406162464986
"3129","2019",541,0,206,301,487,13,546,0,144,353,506,0,5,0,-62,52,-10,19,-13,84556,5056,1548,91160,"ROUNDUP","MT",-108.54663,46.410128,NA,"Roundup",30,"MT","Montana",65,"Musselshell",0,406,"406","Mountain",-7,"Y","Roundup",NA,NA,"ROUNDUP","MONTANA",-0.000118264818581768,0,0.000208424747696358
"3130","2019",2715,0,711,1725,2492,29,2334,0,605,1563,2182,25,-381,0,-106,-162,-268,-310,0,342160,22952,8116,373228,"WOLF POINT","MT",-105.569239,48.108925,NA,"Wolf Point",30,"MT","Montana",85,"Roosevelt",0,406,"406","Mountain",-7,"Y","Wolf Point","Oswego",NA,"WOLFPOINT","MONTANA",-0.000783259293897592,0,-0.000830591488312774
"3131","2019",22,0,0,0,0,0,33,0,0,0,11,0,11,0,0,0,0,11,0,23140,592,316,24048,"CIRCLE","MT",-105.619788,47.428645,NA,"Circle",30,"MT","Montana",55,"McCone",0,406,"406","Mountain",-7,"Y","Circle",NA,NA,"CIRCLE","MONTANA",0,0,0.000457418496340652
"3132","2019",3023,106,1193,1337,2090,776,2703,57,913,1356,2010,557,-320,-49,-280,19,-261,-80,-3,398296,40880,8244,447420,"GLASGOW","MT",-106.625201,48.198389,NA,"Glasgow",30,"MT","Montana",105,"Valley",0,406,"406","Mountain",-7,"Y","Glasgow","Saint Marie",NA,"GLASGOW","MONTANA",-0.000655291541968787,-0.0011986301369863,-0.000178802914487506
"3133","2019",4656,293,1290,2501,4060,390,4302,265,1069,2407,3821,317,-354,-28,-221,-94,-315,-239,0,684472,58736,21688,764896,"MEDICINE LAKE","MT",-104.501297,48.504952,NA,"Medicine Lake",30,"MT","Montana",91,"Sheridan",0,406,"406","Mountain",-7,"Y","Medicine Lake",NA,NA,"MEDICINELAKE","MONTANA",-0.00046020874484274,-0.000476709343503133,-0.000312460778981718
"3134","2019",49,0,0,0,33,0,61,0,0,0,47,0,12,0,0,0,0,14,0,4904,196,160,5260,"SCOBEY","MT",-105.423135,48.790791,NA,"Scobey",30,"MT","Montana",19,"Daniels",0,406,"406","Mountain",-7,"Y","Scobey","Four Buttes",NA,"SCOBEY","MONTANA",0,0,0.0026615969581749
"3135","2019",240,0,11,89,213,0,148,0,0,88,113,0,-92,0,-11,-1,-12,-100,0,17756,60,232,18048,"BAKER","MT",-104.270068,46.360175,NA,"Baker",30,"MT","Montana",25,"Fallon",0,406,"406","Mountain",-7,"Y","Baker",NA,NA,"BAKER","MONTANA",-0.000675827889164226,0,-0.00554078014184397
"3136","2019",64,0,0,13,0,0,15,0,0,0,14,0,-49,0,0,-13,-13,14,0,9500,228,108,9836,"BROADUS","MT",-105.82986,45.41354,NA,"Broadus",30,"MT","Montana",75,"Powder River",0,406,"406","Mountain",-7,"Y","Broadus",NA,NA,"BROADUS","MONTANA",-0.00136842105263158,0,0.00142334282228548
"3137","2019",376,0,50,117,346,0,326,0,0,94,303,0,-50,0,-50,-23,-73,-43,0,NA,NA,NA,NA,"TERRY","MT",-105.314661,46.791173,NA,"Terry",30,"MT","Montana",79,"Prairie",0,406,"406","Mountain",-7,"Y","Terry",NA,NA,"TERRY","MONTANA",NA,NA,NA
"3138","2019",33,0,12,0,15,0,38,0,0,0,23,0,5,0,-12,0,-12,8,0,19348,516,396,20260,"WIBAUX","MT",-104.188289,46.983568,NA,"Wibaux",30,"MT","Montana",109,"Wibaux",0,406,"406","Mountain",-7,"Y","Wibaux",NA,NA,"WIBAUX","MONTANA",-0.000620219144097581,0,0.000394866732477789
"3139","2019",11269,132,3358,6913,10196,838,9784,103,2598,6368,8914,618,-1485,-29,-760,-545,-1305,-1282,23,1433260,147880,56880,1638020,"GREAT FALLS","MT",-111.288029,47.509333,NA,"Great Falls",30,"MT","Montana",13,"Cascade",3040,406,"406","Mountain",-7,"Y","Great Falls",NA,NA,"GREATFALLS","MONTANA",-0.000910511700598635,-0.000196104949959427,-0.000782652226468541
